index,x,y
a-82.8x97.2,-82.8,97.2
a-79.2x97.2,-79.2,97.2
a-75.6x97.2,-75.6,97.2
a-72x97.2,-72,97.2
a-68.4x97.2,-68.4,97.2
a-64.8x97.2,-64.8,97.2
a-61.2x97.2,-61.2,97.2
a-57.6x97.2,-57.6,97.2
a-54x97.2,-54,97.2
a-50.4x97.2,-50.4,97.2
a-46.8x97.2,-46.8,97.2
a-43.2x97.2,-43.2,97.2
a-39.6x97.2,-39.6,97.2
a-36x97.2,-36,97.2
a-32.4x97.2,-32.4,97.2
a-28.8x97.2,-28.8,97.2
a-25.2x97.2,-25.2,97.2
a-21.6x97.2,-21.6,97.2
a-18x97.2,-18,97.2
a-14.4x97.2,-14.4,97.2
a-10.8x97.2,-10.8,97.2
a-7.2x97.2,-7.2,97.2
a-3.6x97.2,-3.6,97.2
a0x97.2,0,97.2
a3.6x97.2,3.6,97.2
a7.2x97.2,7.2,97.2
a10.8x97.2,10.8,97.2
a14.4x97.2,14.4,97.2
a18x97.2,18,97.2
a21.6x97.2,21.6,97.2
a25.2x97.2,25.2,97.2
a28.8x97.2,28.8,97.2
a32.4x97.2,32.4,97.2
a36x97.2,36,97.2
a39.6x97.2,39.6,97.2
a43.2x97.2,43.2,97.2
a46.8x97.2,46.8,97.2
a50.4x97.2,50.4,97.2
a54x97.2,54,97.2
a57.6x97.2,57.6,97.2
a61.2x97.2,61.2,97.2
a64.8x97.2,64.8,97.2
a68.4x97.2,68.4,97.2
a72x97.2,72,97.2
a75.6x97.2,75.6,97.2
a79.2x97.2,79.2,97.2
a82.8x97.2,82.8,97.2
a86.4x97.2,86.4,97.2
a90x97.2,90,97.2
a93.6x97.2,93.6,97.2
a97.2x97.2,97.2,97.2
a100.8x97.2,100.8,97.2
a104.4x97.2,104.4,97.2
a108x97.2,108,97.2
a111.6x97.2,111.6,97.2
a115.2x97.2,115.2,97.2
a118.8x97.2,118.8,97.2
a122.4x97.2,122.4,97.2
a126x97.2,126,97.2
a129.6x97.2,129.6,97.2
a133.2x97.2,133.2,97.2
a136.8x97.2,136.8,97.2
a140.4x97.2,140.4,97.2
a144x97.2,144,97.2
a147.6x97.2,147.6,97.2
a151.2x97.2,151.2,97.2
a154.8x97.2,154.8,97.2
a158.4x97.2,158.4,97.2
a162x97.2,162,97.2
a165.6x97.2,165.6,97.2
a169.2x97.2,169.2,97.2
a172.8x97.2,172.8,97.2
a176.4x97.2,176.4,97.2
a-180x100.8,-180,100.8
a-176.4x100.8,-176.4,100.8
a-172.8x100.8,-172.8,100.8
a-169.2x100.8,-169.2,100.8
a-165.6x100.8,-165.6,100.8
a-162x100.8,-162,100.8
a-158.4x100.8,-158.4,100.8
a-154.8x100.8,-154.8,100.8
a-151.2x100.8,-151.2,100.8
a-147.6x100.8,-147.6,100.8
a-144x100.8,-144,100.8
a-140.4x100.8,-140.4,100.8
a-136.8x100.8,-136.8,100.8
a-133.2x100.8,-133.2,100.8
a-129.6x100.8,-129.6,100.8
a-126x100.8,-126,100.8
a-122.4x100.8,-122.4,100.8
a-118.8x100.8,-118.8,100.8
a-115.2x100.8,-115.2,100.8
a-111.6x100.8,-111.6,100.8
a-108x100.8,-108,100.8
a-104.4x100.8,-104.4,100.8
a-100.8x100.8,-100.8,100.8
a-97.2x100.8,-97.2,100.8
a-93.6x100.8,-93.6,100.8
a-90x100.8,-90,100.8
a-86.4x100.8,-86.4,100.8
a-82.8x100.8,-82.8,100.8
a-79.2x100.8,-79.2,100.8
a-75.6x100.8,-75.6,100.8
a-72x100.8,-72,100.8
a-68.4x100.8,-68.4,100.8
a-64.8x100.8,-64.8,100.8
a-61.2x100.8,-61.2,100.8
a-57.6x100.8,-57.6,100.8
a-54x100.8,-54,100.8
a-50.4x100.8,-50.4,100.8
a-46.8x100.8,-46.8,100.8
a-43.2x100.8,-43.2,100.8
a-39.6x100.8,-39.6,100.8
a-36x100.8,-36,100.8
a-32.4x100.8,-32.4,100.8
a-28.8x100.8,-28.8,100.8
a-25.2x100.8,-25.2,100.8
a-21.6x100.8,-21.6,100.8
a-18x100.8,-18,100.8
a-14.4x100.8,-14.4,100.8
a-10.8x100.8,-10.8,100.8
a-7.2x100.8,-7.2,100.8
a-3.6x100.8,-3.6,100.8
a0x100.8,0,100.8
a3.6x100.8,3.6,100.8
a7.2x100.8,7.2,100.8
a10.8x100.8,10.8,100.8
a14.4x100.8,14.4,100.8
a18x100.8,18,100.8
a21.6x100.8,21.6,100.8
a25.2x100.8,25.2,100.8
a28.8x100.8,28.8,100.8
a32.4x100.8,32.4,100.8
a36x100.8,36,100.8
a39.6x100.8,39.6,100.8
a43.2x100.8,43.2,100.8
a46.8x100.8,46.8,100.8
a50.4x100.8,50.4,100.8
a54x100.8,54,100.8
a57.6x100.8,57.6,100.8
a61.2x100.8,61.2,100.8
a64.8x100.8,64.8,100.8
a68.4x100.8,68.4,100.8
a72x100.8,72,100.8
a75.6x100.8,75.6,100.8
a79.2x100.8,79.2,100.8
a82.8x100.8,82.8,100.8
a86.4x100.8,86.4,100.8
a90x100.8,90,100.8
a93.6x100.8,93.6,100.8
a97.2x100.8,97.2,100.8
a100.8x100.8,100.8,100.8
a104.4x100.8,104.4,100.8
a108x100.8,108,100.8
a111.6x100.8,111.6,100.8
a115.2x100.8,115.2,100.8
a118.8x100.8,118.8,100.8
a122.4x100.8,122.4,100.8
a126x100.8,126,100.8
a129.6x100.8,129.6,100.8
a133.2x100.8,133.2,100.8
a136.8x100.8,136.8,100.8
a140.4x100.8,140.4,100.8
a144x100.8,144,100.8
a147.6x100.8,147.6,100.8
a151.2x100.8,151.2,100.8
a154.8x100.8,154.8,100.8
a158.4x100.8,158.4,100.8
a162x100.8,162,100.8
a165.6x100.8,165.6,100.8
a169.2x100.8,169.2,100.8
a172.8x100.8,172.8,100.8
a176.4x100.8,176.4,100.8
a-180x104.4,-180,104.4
a-176.4x104.4,-176.4,104.4
a-172.8x104.4,-172.8,104.4
a-169.2x104.4,-169.2,104.4
a-165.6x104.4,-165.6,104.4
a-162x104.4,-162,104.4
a-158.4x104.4,-158.4,104.4
a-154.8x104.4,-154.8,104.4
a-151.2x104.4,-151.2,104.4
a-147.6x104.4,-147.6,104.4
a-144x104.4,-144,104.4
a-140.4x104.4,-140.4,104.4
a-136.8x104.4,-136.8,104.4
a-133.2x104.4,-133.2,104.4
a-129.6x104.4,-129.6,104.4
a-126x104.4,-126,104.4
a-122.4x104.4,-122.4,104.4
a-118.8x104.4,-118.8,104.4
a-115.2x104.4,-115.2,104.4
a-111.6x104.4,-111.6,104.4
a-108x104.4,-108,104.4
a-104.4x104.4,-104.4,104.4
a-100.8x104.4,-100.8,104.4
a-97.2x104.4,-97.2,104.4
a-93.6x104.4,-93.6,104.4
a-90x104.4,-90,104.4
a-86.4x104.4,-86.4,104.4
a-82.8x104.4,-82.8,104.4
a-79.2x104.4,-79.2,104.4
a-75.6x104.4,-75.6,104.4
a-72x104.4,-72,104.4
a-68.4x104.4,-68.4,104.4
a-64.8x104.4,-64.8,104.4
a-61.2x104.4,-61.2,104.4
a-57.6x104.4,-57.6,104.4
a-54x104.4,-54,104.4
a-50.4x104.4,-50.4,104.4
a-46.8x104.4,-46.8,104.4
a-43.2x104.4,-43.2,104.4
a-39.6x104.4,-39.6,104.4
a-36x104.4,-36,104.4
a-32.4x104.4,-32.4,104.4
a-28.8x104.4,-28.8,104.4
a-25.2x104.4,-25.2,104.4
a-21.6x104.4,-21.6,104.4
a-18x104.4,-18,104.4
a-14.4x104.4,-14.4,104.4
a-10.8x104.4,-10.8,104.4
a-7.2x104.4,-7.2,104.4
a-3.6x104.4,-3.6,104.4
a0x104.4,0,104.4
a3.6x104.4,3.6,104.4
a7.2x104.4,7.2,104.4
a10.8x104.4,10.8,104.4
a14.4x104.4,14.4,104.4
a18x104.4,18,104.4
a21.6x104.4,21.6,104.4
a25.2x104.4,25.2,104.4
a28.8x104.4,28.8,104.4
a32.4x104.4,32.4,104.4
a36x104.4,36,104.4
a39.6x104.4,39.6,104.4
a43.2x104.4,43.2,104.4
a46.8x104.4,46.8,104.4
a50.4x104.4,50.4,104.4
a54x104.4,54,104.4
a57.6x104.4,57.6,104.4
a61.2x104.4,61.2,104.4
a64.8x104.4,64.8,104.4
a68.4x104.4,68.4,104.4
a72x104.4,72,104.4
a75.6x104.4,75.6,104.4
a79.2x104.4,79.2,104.4
a82.8x104.4,82.8,104.4
a86.4x104.4,86.4,104.4
a90x104.4,90,104.4
a93.6x104.4,93.6,104.4
a97.2x104.4,97.2,104.4
a100.8x104.4,100.8,104.4
a104.4x104.4,104.4,104.4
a108x104.4,108,104.4
a111.6x104.4,111.6,104.4
a115.2x104.4,115.2,104.4
a118.8x104.4,118.8,104.4
a122.4x104.4,122.4,104.4
a126x104.4,126,104.4
a129.6x104.4,129.6,104.4
a133.2x104.4,133.2,104.4
a136.8x104.4,136.8,104.4
a140.4x104.4,140.4,104.4
a144x104.4,144,104.4
a147.6x104.4,147.6,104.4
a151.2x104.4,151.2,104.4
a154.8x104.4,154.8,104.4
a158.4x104.4,158.4,104.4
a162x104.4,162,104.4
a165.6x104.4,165.6,104.4
a169.2x104.4,169.2,104.4
a172.8x104.4,172.8,104.4
a176.4x104.4,176.4,104.4
a-180x108,-180,108
a-176.4x108,-176.4,108
a-172.8x108,-172.8,108
a-169.2x108,-169.2,108
a-165.6x108,-165.6,108
a-162x108,-162,108
a-158.4x108,-158.4,108
a-154.8x108,-154.8,108
a-151.2x108,-151.2,108
a-147.6x108,-147.6,108
a-144x108,-144,108
a-140.4x108,-140.4,108
a-136.8x108,-136.8,108
a-133.2x108,-133.2,108
a-129.6x108,-129.6,108
a-126x108,-126,108
a-122.4x108,-122.4,108
a-118.8x108,-118.8,108
a-115.2x108,-115.2,108
a-111.6x108,-111.6,108
a-108x108,-108,108
a-104.4x108,-104.4,108
a-100.8x108,-100.8,108
a-97.2x108,-97.2,108
a-93.6x108,-93.6,108
a-90x108,-90,108
a-86.4x108,-86.4,108
a-82.8x108,-82.8,108
a-79.2x108,-79.2,108
a-75.6x108,-75.6,108
a-72x108,-72,108
a-68.4x108,-68.4,108
a-64.8x108,-64.8,108
a-61.2x108,-61.2,108
a-57.6x108,-57.6,108
a-54x108,-54,108
a-50.4x108,-50.4,108
a-46.8x108,-46.8,108
a-43.2x108,-43.2,108
a-39.6x108,-39.6,108
a-36x108,-36,108
a-32.4x108,-32.4,108
a-28.8x108,-28.8,108
a-25.2x108,-25.2,108
a-21.6x108,-21.6,108
a-18x108,-18,108
a-14.4x108,-14.4,108
a-10.8x108,-10.8,108
a-7.2x108,-7.2,108
a-3.6x108,-3.6,108
a0x108,0,108
a3.6x108,3.6,108
a7.2x108,7.2,108
a10.8x108,10.8,108
a14.4x108,14.4,108
a18x108,18,108
a21.6x108,21.6,108
a25.2x108,25.2,108
a28.8x108,28.8,108
a32.4x108,32.4,108
a36x108,36,108
a39.6x108,39.6,108
a43.2x108,43.2,108
a46.8x108,46.8,108
a50.4x108,50.4,108
a54x108,54,108
a57.6x108,57.6,108
a61.2x108,61.2,108
a64.8x108,64.8,108
a68.4x108,68.4,108
a72x108,72,108
a75.6x108,75.6,108
a79.2x108,79.2,108
a82.8x108,82.8,108
a86.4x108,86.4,108
a90x108,90,108
a93.6x108,93.6,108
a97.2x108,97.2,108
a100.8x108,100.8,108
a104.4x108,104.4,108
a108x108,108,108
a111.6x108,111.6,108
a115.2x108,115.2,108
a118.8x108,118.8,108
a122.4x108,122.4,108
a126x108,126,108
a129.6x108,129.6,108
a133.2x108,133.2,108
a136.8x108,136.8,108
a140.4x108,140.4,108
a144x108,144,108
a147.6x108,147.6,108
a151.2x108,151.2,108
a154.8x108,154.8,108
a158.4x108,158.4,108
a162x108,162,108
a165.6x108,165.6,108
a169.2x108,169.2,108
a172.8x108,172.8,108
a176.4x108,176.4,108
a-180x111.6,-180,111.6
a-176.4x111.6,-176.4,111.6
a-172.8x111.6,-172.8,111.6
a-169.2x111.6,-169.2,111.6
a-165.6x111.6,-165.6,111.6
a-162x111.6,-162,111.6
a-158.4x111.6,-158.4,111.6
a-154.8x111.6,-154.8,111.6
a-151.2x111.6,-151.2,111.6
a-147.6x111.6,-147.6,111.6
a-144x111.6,-144,111.6
a-140.4x111.6,-140.4,111.6
a-136.8x111.6,-136.8,111.6
a-133.2x111.6,-133.2,111.6
a-129.6x111.6,-129.6,111.6
a-126x111.6,-126,111.6
a-122.4x111.6,-122.4,111.6
a-118.8x111.6,-118.8,111.6
a-115.2x111.6,-115.2,111.6
a-111.6x111.6,-111.6,111.6
a-108x111.6,-108,111.6
a-104.4x111.6,-104.4,111.6
a-100.8x111.6,-100.8,111.6
a-97.2x111.6,-97.2,111.6
a-93.6x111.6,-93.6,111.6
a-90x111.6,-90,111.6
a-86.4x111.6,-86.4,111.6
a-82.8x111.6,-82.8,111.6
a-79.2x111.6,-79.2,111.6
a-75.6x111.6,-75.6,111.6
a-72x111.6,-72,111.6
a-68.4x111.6,-68.4,111.6
a-64.8x111.6,-64.8,111.6
a-61.2x111.6,-61.2,111.6
a-57.6x111.6,-57.6,111.6
a-54x111.6,-54,111.6
a-50.4x111.6,-50.4,111.6
a-46.8x111.6,-46.8,111.6
a-43.2x111.6,-43.2,111.6
a-39.6x111.6,-39.6,111.6
a-36x111.6,-36,111.6
a-32.4x111.6,-32.4,111.6
a-28.8x111.6,-28.8,111.6
a-25.2x111.6,-25.2,111.6
a-21.6x111.6,-21.6,111.6
a-18x111.6,-18,111.6
a-14.4x111.6,-14.4,111.6
a-10.8x111.6,-10.8,111.6
a-7.2x111.6,-7.2,111.6
a-3.6x111.6,-3.6,111.6
a0x111.6,0,111.6
a3.6x111.6,3.6,111.6
a7.2x111.6,7.2,111.6
a10.8x111.6,10.8,111.6
a14.4x111.6,14.4,111.6
a18x111.6,18,111.6
a21.6x111.6,21.6,111.6
a25.2x111.6,25.2,111.6
a28.8x111.6,28.8,111.6
a32.4x111.6,32.4,111.6
a36x111.6,36,111.6
a39.6x111.6,39.6,111.6
a43.2x111.6,43.2,111.6
a46.8x111.6,46.8,111.6
a50.4x111.6,50.4,111.6
a54x111.6,54,111.6
a57.6x111.6,57.6,111.6
a61.2x111.6,61.2,111.6
a64.8x111.6,64.8,111.6
a68.4x111.6,68.4,111.6
a72x111.6,72,111.6
a75.6x111.6,75.6,111.6
a79.2x111.6,79.2,111.6
a82.8x111.6,82.8,111.6
a86.4x111.6,86.4,111.6
a90x111.6,90,111.6
a93.6x111.6,93.6,111.6
a97.2x111.6,97.2,111.6
a100.8x111.6,100.8,111.6
a104.4x111.6,104.4,111.6
a108x111.6,108,111.6
a111.6x111.6,111.6,111.6
a115.2x111.6,115.2,111.6
a118.8x111.6,118.8,111.6
a122.4x111.6,122.4,111.6
a126x111.6,126,111.6
a129.6x111.6,129.6,111.6
a133.2x111.6,133.2,111.6
a136.8x111.6,136.8,111.6
a140.4x111.6,140.4,111.6
a144x111.6,144,111.6
a147.6x111.6,147.6,111.6
a151.2x111.6,151.2,111.6
a154.8x111.6,154.8,111.6
a158.4x111.6,158.4,111.6
a162x111.6,162,111.6
a165.6x111.6,165.6,111.6
a169.2x111.6,169.2,111.6
a172.8x111.6,172.8,111.6
a176.4x111.6,176.4,111.6
a-180x115.2,-180,115.2
a-176.4x115.2,-176.4,115.2
a-172.8x115.2,-172.8,115.2
a-169.2x115.2,-169.2,115.2
a-165.6x115.2,-165.6,115.2
a-162x115.2,-162,115.2
a-158.4x115.2,-158.4,115.2
a-154.8x115.2,-154.8,115.2
a-151.2x115.2,-151.2,115.2
a-147.6x115.2,-147.6,115.2
a-144x115.2,-144,115.2
a-140.4x115.2,-140.4,115.2
a-136.8x115.2,-136.8,115.2
a-133.2x115.2,-133.2,115.2
a-129.6x115.2,-129.6,115.2
a-126x115.2,-126,115.2
a-122.4x115.2,-122.4,115.2
a-118.8x115.2,-118.8,115.2
a-115.2x115.2,-115.2,115.2
a-111.6x115.2,-111.6,115.2
a-108x115.2,-108,115.2
a-104.4x115.2,-104.4,115.2
a-100.8x115.2,-100.8,115.2
a-97.2x115.2,-97.2,115.2
a-93.6x115.2,-93.6,115.2
a-90x115.2,-90,115.2
a-86.4x115.2,-86.4,115.2
a-82.8x115.2,-82.8,115.2
a-79.2x115.2,-79.2,115.2
a-75.6x115.2,-75.6,115.2
a-72x115.2,-72,115.2
a-68.4x115.2,-68.4,115.2
a-64.8x115.2,-64.8,115.2
a-61.2x115.2,-61.2,115.2
a-57.6x115.2,-57.6,115.2
a-54x115.2,-54,115.2
a-50.4x115.2,-50.4,115.2
a-46.8x115.2,-46.8,115.2
a-43.2x115.2,-43.2,115.2
a-39.6x115.2,-39.6,115.2
a-36x115.2,-36,115.2
a-32.4x115.2,-32.4,115.2
a-28.8x115.2,-28.8,115.2
a-25.2x115.2,-25.2,115.2
a-21.6x115.2,-21.6,115.2
a-18x115.2,-18,115.2
a-14.4x115.2,-14.4,115.2
a-10.8x115.2,-10.8,115.2
a-7.2x115.2,-7.2,115.2
a-3.6x115.2,-3.6,115.2
a0x115.2,0,115.2
a3.6x115.2,3.6,115.2
a7.2x115.2,7.2,115.2
a10.8x115.2,10.8,115.2
a14.4x115.2,14.4,115.2
a18x115.2,18,115.2
a21.6x115.2,21.6,115.2
a25.2x115.2,25.2,115.2
a28.8x115.2,28.8,115.2
a32.4x115.2,32.4,115.2
a36x115.2,36,115.2
a39.6x115.2,39.6,115.2
a43.2x115.2,43.2,115.2
a46.8x115.2,46.8,115.2
a50.4x115.2,50.4,115.2
a54x115.2,54,115.2
a57.6x115.2,57.6,115.2
a61.2x115.2,61.2,115.2
a64.8x115.2,64.8,115.2
a68.4x115.2,68.4,115.2
a72x115.2,72,115.2
a75.6x115.2,75.6,115.2
a79.2x115.2,79.2,115.2
a82.8x115.2,82.8,115.2
a86.4x115.2,86.4,115.2
a90x115.2,90,115.2
a93.6x115.2,93.6,115.2
a97.2x115.2,97.2,115.2
a100.8x115.2,100.8,115.2
a104.4x115.2,104.4,115.2
a108x115.2,108,115.2
a111.6x115.2,111.6,115.2
a115.2x115.2,115.2,115.2
a118.8x115.2,118.8,115.2
a122.4x115.2,122.4,115.2
a126x115.2,126,115.2
a129.6x115.2,129.6,115.2
a133.2x115.2,133.2,115.2
a136.8x115.2,136.8,115.2
a140.4x115.2,140.4,115.2
a144x115.2,144,115.2
a147.6x115.2,147.6,115.2
a151.2x115.2,151.2,115.2
a154.8x115.2,154.8,115.2
a158.4x115.2,158.4,115.2
a162x115.2,162,115.2
a165.6x115.2,165.6,115.2
a169.2x115.2,169.2,115.2
a172.8x115.2,172.8,115.2
a176.4x115.2,176.4,115.2
a-180x118.8,-180,118.8
a-176.4x118.8,-176.4,118.8
a-172.8x118.8,-172.8,118.8
a-169.2x118.8,-169.2,118.8
a-165.6x118.8,-165.6,118.8
a-162x118.8,-162,118.8
a-158.4x118.8,-158.4,118.8
a-154.8x118.8,-154.8,118.8
a-151.2x118.8,-151.2,118.8
a-147.6x118.8,-147.6,118.8
a-144x118.8,-144,118.8
a-140.4x118.8,-140.4,118.8
a-136.8x118.8,-136.8,118.8
a-133.2x118.8,-133.2,118.8
a-129.6x118.8,-129.6,118.8
a-126x118.8,-126,118.8
a-122.4x118.8,-122.4,118.8
a-118.8x118.8,-118.8,118.8
a-115.2x118.8,-115.2,118.8
a-111.6x118.8,-111.6,118.8
a-108x118.8,-108,118.8
a-104.4x118.8,-104.4,118.8
a-100.8x118.8,-100.8,118.8
a-97.2x118.8,-97.2,118.8
a-93.6x118.8,-93.6,118.8
a-90x118.8,-90,118.8
a-86.4x118.8,-86.4,118.8
a-82.8x118.8,-82.8,118.8
a-79.2x118.8,-79.2,118.8
a-75.6x118.8,-75.6,118.8
a-72x118.8,-72,118.8
a-68.4x118.8,-68.4,118.8
a-64.8x118.8,-64.8,118.8
a-61.2x118.8,-61.2,118.8
a-57.6x118.8,-57.6,118.8
a-54x118.8,-54,118.8
a-50.4x118.8,-50.4,118.8
a-46.8x118.8,-46.8,118.8
a-43.2x118.8,-43.2,118.8
a-39.6x118.8,-39.6,118.8
a-36x118.8,-36,118.8
a-32.4x118.8,-32.4,118.8
a-28.8x118.8,-28.8,118.8
a-25.2x118.8,-25.2,118.8
a-21.6x118.8,-21.6,118.8
a-18x118.8,-18,118.8
a-14.4x118.8,-14.4,118.8
a-10.8x118.8,-10.8,118.8
a-7.2x118.8,-7.2,118.8
a-3.6x118.8,-3.6,118.8
a0x118.8,0,118.8
a3.6x118.8,3.6,118.8
a7.2x118.8,7.2,118.8
a10.8x118.8,10.8,118.8
a14.4x118.8,14.4,118.8
a18x118.8,18,118.8
a21.6x118.8,21.6,118.8
a25.2x118.8,25.2,118.8
a28.8x118.8,28.8,118.8
a32.4x118.8,32.4,118.8
a36x118.8,36,118.8
a39.6x118.8,39.6,118.8
a43.2x118.8,43.2,118.8
a46.8x118.8,46.8,118.8
a50.4x118.8,50.4,118.8
a54x118.8,54,118.8
a57.6x118.8,57.6,118.8
a61.2x118.8,61.2,118.8
a64.8x118.8,64.8,118.8
a68.4x118.8,68.4,118.8
a72x118.8,72,118.8
a75.6x118.8,75.6,118.8
a79.2x118.8,79.2,118.8
a82.8x118.8,82.8,118.8
a86.4x118.8,86.4,118.8
a90x118.8,90,118.8
a93.6x118.8,93.6,118.8
a97.2x118.8,97.2,118.8
a100.8x118.8,100.8,118.8
a104.4x118.8,104.4,118.8
a108x118.8,108,118.8
a111.6x118.8,111.6,118.8
a115.2x118.8,115.2,118.8
a118.8x118.8,118.8,118.8
a122.4x118.8,122.4,118.8
a126x118.8,126,118.8
a129.6x118.8,129.6,118.8
a133.2x118.8,133.2,118.8
a136.8x118.8,136.8,118.8
a140.4x118.8,140.4,118.8
a144x118.8,144,118.8
a147.6x118.8,147.6,118.8
a151.2x118.8,151.2,118.8
a154.8x118.8,154.8,118.8
a158.4x118.8,158.4,118.8
a162x118.8,162,118.8
a165.6x118.8,165.6,118.8
a169.2x118.8,169.2,118.8
a172.8x118.8,172.8,118.8
a176.4x118.8,176.4,118.8
a-180x122.4,-180,122.4
a-176.4x122.4,-176.4,122.4
a-172.8x122.4,-172.8,122.4
a-169.2x122.4,-169.2,122.4
a-165.6x122.4,-165.6,122.4
a-162x122.4,-162,122.4
a-158.4x122.4,-158.4,122.4
a-154.8x122.4,-154.8,122.4
a-151.2x122.4,-151.2,122.4
a-147.6x122.4,-147.6,122.4
a-144x122.4,-144,122.4
a-140.4x122.4,-140.4,122.4
a-136.8x122.4,-136.8,122.4
a-133.2x122.4,-133.2,122.4
a-129.6x122.4,-129.6,122.4
a-126x122.4,-126,122.4
a-122.4x122.4,-122.4,122.4
a-118.8x122.4,-118.8,122.4
a-115.2x122.4,-115.2,122.4
a-111.6x122.4,-111.6,122.4
a-108x122.4,-108,122.4
a-104.4x122.4,-104.4,122.4
a-100.8x122.4,-100.8,122.4
a-97.2x122.4,-97.2,122.4
a-93.6x122.4,-93.6,122.4
a-90x122.4,-90,122.4
a-86.4x122.4,-86.4,122.4
a-82.8x122.4,-82.8,122.4
a-79.2x122.4,-79.2,122.4
a-75.6x122.4,-75.6,122.4
a-72x122.4,-72,122.4
a-68.4x122.4,-68.4,122.4
a-64.8x122.4,-64.8,122.4
a-61.2x122.4,-61.2,122.4
a-57.6x122.4,-57.6,122.4
a-54x122.4,-54,122.4
a-50.4x122.4,-50.4,122.4
a-46.8x122.4,-46.8,122.4
a-43.2x122.4,-43.2,122.4
a-39.6x122.4,-39.6,122.4
a-36x122.4,-36,122.4
a-32.4x122.4,-32.4,122.4
a-28.8x122.4,-28.8,122.4
a-25.2x122.4,-25.2,122.4
a-21.6x122.4,-21.6,122.4
a-18x122.4,-18,122.4
a-14.4x122.4,-14.4,122.4
a-10.8x122.4,-10.8,122.4
a-7.2x122.4,-7.2,122.4
a-3.6x122.4,-3.6,122.4
a0x122.4,0,122.4
a3.6x122.4,3.6,122.4
a7.2x122.4,7.2,122.4
a10.8x122.4,10.8,122.4
a14.4x122.4,14.4,122.4
a18x122.4,18,122.4
a21.6x122.4,21.6,122.4
a25.2x122.4,25.2,122.4
a28.8x122.4,28.8,122.4
a32.4x122.4,32.4,122.4
a36x122.4,36,122.4
a39.6x122.4,39.6,122.4
a43.2x122.4,43.2,122.4
a46.8x122.4,46.8,122.4
a50.4x122.4,50.4,122.4
a54x122.4,54,122.4
a57.6x122.4,57.6,122.4
a61.2x122.4,61.2,122.4
a64.8x122.4,64.8,122.4
a68.4x122.4,68.4,122.4
a72x122.4,72,122.4
a75.6x122.4,75.6,122.4
a79.2x122.4,79.2,122.4
a82.8x122.4,82.8,122.4
a86.4x122.4,86.4,122.4
a90x122.4,90,122.4
a93.6x122.4,93.6,122.4
a97.2x122.4,97.2,122.4
a100.8x122.4,100.8,122.4
a104.4x122.4,104.4,122.4
a108x122.4,108,122.4
a111.6x122.4,111.6,122.4
a115.2x122.4,115.2,122.4
a118.8x122.4,118.8,122.4
a122.4x122.4,122.4,122.4
a126x122.4,126,122.4
a129.6x122.4,129.6,122.4
a133.2x122.4,133.2,122.4
a136.8x122.4,136.8,122.4
a140.4x122.4,140.4,122.4
a144x122.4,144,122.4
a147.6x122.4,147.6,122.4
a151.2x122.4,151.2,122.4
a154.8x122.4,154.8,122.4
a158.4x122.4,158.4,122.4
a162x122.4,162,122.4
a165.6x122.4,165.6,122.4
a169.2x122.4,169.2,122.4
a172.8x122.4,172.8,122.4
a176.4x122.4,176.4,122.4
a-180x126,-180,126
a-176.4x126,-176.4,126
a-172.8x126,-172.8,126
a-169.2x126,-169.2,126
a-165.6x126,-165.6,126
a-162x126,-162,126
a-158.4x126,-158.4,126
a-154.8x126,-154.8,126
a-151.2x126,-151.2,126
a-147.6x126,-147.6,126
a-144x126,-144,126
a-140.4x126,-140.4,126
a-136.8x126,-136.8,126
a-133.2x126,-133.2,126
a-129.6x126,-129.6,126
a-126x126,-126,126
a-122.4x126,-122.4,126
a-118.8x126,-118.8,126
a-115.2x126,-115.2,126
a-111.6x126,-111.6,126
a-108x126,-108,126
a-104.4x126,-104.4,126
a-100.8x126,-100.8,126
a-97.2x126,-97.2,126
a-93.6x126,-93.6,126
a-90x126,-90,126
a-86.4x126,-86.4,126
a-82.8x126,-82.8,126
a-79.2x126,-79.2,126
a-75.6x126,-75.6,126
a-72x126,-72,126
a-68.4x126,-68.4,126
a-64.8x126,-64.8,126
a-61.2x126,-61.2,126
a-57.6x126,-57.6,126
a-54x126,-54,126
a-50.4x126,-50.4,126
a-46.8x126,-46.8,126
a-43.2x126,-43.2,126
a-39.6x126,-39.6,126
a-36x126,-36,126
a-32.4x126,-32.4,126
a-28.8x126,-28.8,126
a-25.2x126,-25.2,126
a-21.6x126,-21.6,126
a-18x126,-18,126
a-14.4x126,-14.4,126
a-10.8x126,-10.8,126
a-7.2x126,-7.2,126
a-3.6x126,-3.6,126
a0x126,0,126
a3.6x126,3.6,126
a7.2x126,7.2,126
a10.8x126,10.8,126
a14.4x126,14.4,126
a18x126,18,126
a21.6x126,21.6,126
a25.2x126,25.2,126
a28.8x126,28.8,126
a32.4x126,32.4,126
a36x126,36,126
a39.6x126,39.6,126
a43.2x126,43.2,126
a46.8x126,46.8,126
a50.4x126,50.4,126
a54x126,54,126
a57.6x126,57.6,126
a61.2x126,61.2,126
a64.8x126,64.8,126
a68.4x126,68.4,126
a72x126,72,126
a75.6x126,75.6,126
a79.2x126,79.2,126
a82.8x126,82.8,126
a86.4x126,86.4,126
a90x126,90,126
a93.6x126,93.6,126
a97.2x126,97.2,126
a100.8x126,100.8,126
a104.4x126,104.4,126
a108x126,108,126
a111.6x126,111.6,126
a115.2x126,115.2,126
